Nume Miner,ID Miner Rezultat,Nivel Final,Putere Rezultat (GH/s),Bonus Rezultat %,Cost RLT/RST,XP Reward,Timp Craft (Secunde),Poate fi vândut,Miner Sursa 1 Nume,Miner Sursa 1 ID,Miner Sursa 1 Cantitate,Miner Sursa 1 Nivel,Miner Sursa 1 Putere (GH/s),Miner Sursa 1 Bonus %,Piesa 1 Nume,Piesa 1 ID,Piesa 1 Cantitate,Piesa 1 Nivel,Miner Sursa 2 Nume,Miner Sursa 2 ID,Miner Sursa 2 Cantitate,Miner Sursa 2 Nivel,Miner Sursa 2 Putere (GH/s),Miner Sursa 2 Bonus %,Piesa 2 Nume,Piesa 2 ID,Piesa 2 Cantitate,Piesa 2 Nivel,Piesa 3 Nume,Piesa 3 ID,Piesa 3 Cantitate,Piesa 3 Nivel
Jaeger Heart,6972179e6cca9b4fec386cd7,5,1310000000.0,45.0,25.0,131000,0,True,Jaeger Heart,6972179e6cca9b4fec386cd1,2,4,499000000.0,28.0,Fan,6196269b67433d2dc52e0130,10,4,,,,,,,,,,,,,,
Jaeger Heart,6972179e6cca9b4fec386cd1,4,499000000.0,28.0,10.0,49900,0,True,Jaeger Heart,6972179e6cca9b4fec386ccb,2,3,190000000.0,19.0,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Jaeger Heart,6972179e6cca9b4fec386ccb,3,190000000.0,19.0,4.0,19000,0,True,Jaeger Heart,6972179e6cca9b4fec386cc5,2,2,72380000.0,12.0,Fan,61b35dac67433d2dc57d1156,10,2,,,,,,,,,,,,,,
Jaeger Heart,6972179e6cca9b4fec386cc5,2,72380000.0,12.0,1.38,7238,0,True,Jaeger Heart,6972179e6cca9b4fec386cbf,2,1,27570000.0,7.0,Fan,6319f7baa8ce530569ed16b9,90,1,,,,,,,,,,,,,,
Jaeger Heart,6972179e6cca9b4fec386cbf,1,27570000.0,7.0,0.35,2757,0,True,Jaeger Heart,6972179e6cca9b4fec386cbc,2,0,10500000.0,3.0,Fan,61b35fea67433d2dc586f7fe,1000,0,,,,,,,,,,,,,,
JaFan,64a6f910515099752411d96a,1,597345.0,0.81,0.3,60,0,True,JaFan,64a69a2eaf7caabb3d115201,2,0,227550.0,0.0,Wire,61b3604967433d2dc58893b0,900,0,,,,,,,,,,,,,,
JaFan,64a6f912515099752411d994,4,10805130.0,3.8,7.0,1081,0,True,JaFan,64a6f912515099752411d986,2,3,4116210.0,3.04,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
JaFan,64a6f913515099752411d9a2,5,28363545.0,5.7,15.0,2837,0,True,JaFan,64a6f912515099752411d994,2,4,10805130.0,3.8,Wire,6196281467433d2dc53872b3,1,4,,,,,,,,,,,,,,
Jagger,648b09b32100926248ba3582,4,6862800.0,2.6,7.0,687,0,True,Jagger,648b09b12100926248ba3574,2,3,2614395.0,2.08,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Jagger,648b09b42100926248ba3590,5,18014850.0,3.9,10.0,1802,0,True,Jagger,648b09b32100926248ba3582,2,4,6862800.0,2.6,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Jagger,648b09b02100926248ba3566,2,995925.0,1.66,0.5,100,0,True,Jagger,648b09af2100926248ba3556,2,1,379365.0,0.55,Fan,6319f7baa8ce530569ed16b9,31,1,,,,,,,,,,,,,,
Jagger,648b09af2100926248ba3556,1,379365.0,0.55,0.19,38,0,True,Jagger,64898bfd7f28d1395d958cca,2,0,144500.0,0.0,Fan,61b35fea67433d2dc586f7fe,600,0,,,,,,,,,,,,,,
Jarvis Monitor,674d6cedcbe1e47b27001bba,1,21530000.0,8.0,0.9,2153,0,False,Jarvis Monitor,674d6cedcbe1e47b27001bb7,2,0,8200000.0,5.0,Hashboard,61b3606767433d2dc58913a9,2600,0,,,,,,,,,,,,,,
Jarvis Monitor,674d6cedcbe1e47b27001bc6,3,148400000.0,18.0,6.5,14840,0,False,Jarvis Monitor,674d6cedcbe1e47b27001bc0,2,2,56520000.0,12.0,Hashboard,61b35e3767433d2dc57f86a2,17,2,,,,,,,,,,,,,,
JBS-144,631f78018238ed283a232a42,1,72765.0,1.05,0.04,8,0,False,JBS-144,610a9bcabf6b53744c8b3c79,2,0,27700.0,1.0,Wire,61b3604967433d2dc58893b0,120,0,,,,,,,,,,,,,,
JBS-144,631f78038238ed283a232a5c,3,501690.0,1.16,0.74,51,0,False,JBS-144,631f78028238ed283a232a4f,2,2,191100.0,1.1,Wire,61b35dcd67433d2dc57daca3,2,2,,,,,,,,,,,,,,
JBS-200,631f77f58238ed283a2329b3,5,1622355.0,0.64,10.0,163,0,False,JBS-200,631f77f48238ed283a2329a6,2,4,618030.0,0.61,Wire,6196281467433d2dc53872b3,1,4,,,,,,,,,,,,,,
JBS-200,631f77f28238ed283a23298c,2,89670.0,0.55,0.13,9,0,False,JBS-200,631f77f18238ed283a23297f,2,1,34125.0,0.53,Wire,6319f81fa8ce530569eee9dd,8,1,,,,,,,,,,,,,,
JBS-200,631f77f48238ed283a2329a6,4,618030.0,0.61,7.0,62,0,False,JBS-200,631f77f38238ed283a232999,2,3,235410.0,0.58,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
JBS-200,631f77f38238ed283a232999,3,235410.0,0.58,0.74,24,0,False,JBS-200,631f77f28238ed283a23298c,2,2,89670.0,0.55,Wire,61b35dcd67433d2dc57daca3,2,2,,,,,,,,,,,,,,
Jellier,631f79608238ed283a233a5b,3,361935.0,0.58,0.74,37,0,False,Jellier,631f795f8238ed283a233a4e,2,2,137865.0,0.55,Hashboard,61b35e3767433d2dc57f86a2,2,2,,,,,,,,,,,,,,
Jellier,631f79618238ed283a233a68,4,950145.0,0.61,7.0,96,0,False,Jellier,631f79608238ed283a233a5b,2,3,361935.0,0.58,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
Jellier,631f79638238ed283a233a75,5,2494170.0,0.64,10.0,250,0,False,Jellier,631f79618238ed283a233a68,2,4,950145.0,0.61,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Jellier,631f795e8238ed283a233a41,1,52500.0,0.53,0.03,6,0,False,Jellier,61b9cce478d63d64cd626fe3,2,0,20000.0,0.5,Hashboard,61b3606767433d2dc58913a9,90,0,,,,,,,,,,,,,,
Jelly Bones,631f792b8238ed283a2337eb,5,3242190.0,0.64,10.0,325,0,False,Jelly Bones,631f792a8238ed283a2337de,2,4,1235115.0,0.61,Wire,6196281467433d2dc53872b3,1,4,,,,,,,,,,,,,,
Jelly Bones,631f79298238ed283a2337d1,3,470505.0,0.58,0.74,48,0,False,Jelly Bones,631f79288238ed283a2337c4,2,2,179235.0,0.55,Wire,61b35dcd67433d2dc57daca3,2,2,,,,,,,,,,,,,,
Jelly Bones,631f79278238ed283a2337b7,1,68250.0,0.53,0.03,7,0,False,Jelly Bones,61b9cce178d63d64cd626fd0,2,0,26000.0,0.5,Wire,61b3604967433d2dc58893b0,90,0,,,,,,,,,,,,,,
Jelly Bones,631f79288238ed283a2337c4,2,179235.0,0.55,0.13,18,0,False,Jelly Bones,631f79278238ed283a2337b7,2,1,68250.0,0.53,Wire,6319f81fa8ce530569eee9dd,8,1,,,,,,,,,,,,,,
Jelly Bones,631f792a8238ed283a2337de,4,1235115.0,0.61,7.0,124,0,False,Jelly Bones,631f79298238ed283a2337d1,2,3,470505.0,0.58,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
Jingle Ham,694a656f003def9b1864f21c,2,15000000.0,10.0,1.98,1500,0,False,Jingle Ham,694a656f003def9b1864f216,2,1,5750000.0,5.0,Hashboard,6319f840a8ce530569ef82b7,270,1,,,,,,,,,,,,,,
Jingle Ham,694a656f003def9b1864f228,4,105000000.0,30.0,14.0,10500,0,False,Jingle Ham,694a656f003def9b1864f222,2,3,40000000.0,18.0,Hashboard,6319fc56a8ce530569024d79,8,3,,,,,,,,,,,,,,
JingleGrooveGram,6570a0b13c4611957323e19a,5,89431020.0,12.24,46.0,8944,0,True,JingleGrooveGram,6570a0b13c4611957323e192,2,4,34068930.0,8.21,Hashboard,6196289f67433d2dc53c0c5d,2,4,,,,,,,,,,,,,,
JingleGrooveGram,6570a0b13c4611957323e18a,3,12978630.0,5.33,7.0,1298,0,True,JingleGrooveGram,6570a0b13c4611957323e182,2,2,4944240.0,3.27,Hashboard,61b35e3767433d2dc57f86a2,18,2,,,,,,,,,,,,,,
JingleGrooveGram,6570a0b13c4611957323e182,2,4944240.0,3.27,2.52,495,0,True,JingleGrooveGram,6570a0b13c4611957323e17a,2,1,1883490.0,1.8,Hashboard,6319f840a8ce530569ef82b7,155,1,,,,,,,,,,,,,,
JingleGrooveGram,6570a0b13c4611957323e192,4,34068930.0,8.21,18.0,3407,0,True,JingleGrooveGram,6570a0b13c4611957323e18a,2,3,12978630.0,5.33,Hashboard,6319fc56a8ce530569024d79,4,3,,,,,,,,,,,,,,
JingleHasher,65709c003c4611957323dcd6,4,13320195.0,3.55,7.0,1333,0,True,JingleHasher,65709c003c4611957323dcce,2,3,5074335.0,2.18,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
JingleHasher,65709c003c4611957323dcc6,2,1933050.0,1.2,0.97,194,0,True,JingleHasher,65709c003c4611957323dcbe,2,1,736365.0,0.5,Wire,6319f81fa8ce530569eee9dd,60,1,,,,,,,,,,,,,,
JingleHasher,65709c003c4611957323dcde,5,34965525.0,5.47,18.0,3497,0,True,JingleHasher,65709c003c4611957323dcd6,2,4,13320195.0,3.55,Wire,6196281467433d2dc53872b3,2,4,,,,,,,,,,,,,,
JPEG Collectooor,631f7a078238ed283a234206,4,4748520.0,1.22,7.0,475,0,True,JPEG Collectooor,631f7a058238ed283a2341f9,2,3,1808940.0,1.16,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
JPEG Collectooor,631f7a038238ed283a2341df,1,262500.0,1.05,0.13,27,0,True,JPEG Collectooor,6231c3cda258d58160d53607,2,0,100000.0,1.0,Hashboard,61b3606767433d2dc58913a9,380,0,,,,,,,,,,,,,,
JPEG Collectooor,631f7a088238ed283a234213,5,12464865.0,1.28,10.0,1247,0,True,JPEG Collectooor,631f7a078238ed283a234206,2,4,4748520.0,1.22,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
JPEG Collectooor,631f7a048238ed283a2341ec,2,689115.0,1.1,0.34,69,0,True,JPEG Collectooor,631f7a038238ed283a2341df,2,1,262500.0,1.05,Hashboard,6319f840a8ce530569ef82b7,21,1,,,,,,,,,,,,,,
Jump&Run,69b017f3446a62b77c1a5127,5,5000000000.0,65.0,307.0,500000,0,False,Jump&Run,69b017f3446a62b77c1a5120,2,4,1228000000.0,44.0,Wire,6196281467433d2dc53872b3,35,4,,,,,,,,,,,,,,
Jump&Run,69b017f3446a62b77c1a5120,4,1228000000.0,44.0,107.0,122800,0,False,Jump&Run,69b017f3446a62b77c1a5119,2,3,425000000.0,30.0,Wire,6319f969a8ce530569f4b3e8,39,3,,,,,,,,,,,,,,
Jump&Run,69b017f3446a62b77c1a5119,3,425000000.0,30.0,32.5,42500,0,False,Jump&Run,69b017f3446a62b77c1a5112,2,2,129300000.0,18.0,Wire,61b35dcd67433d2dc57daca3,120,2,,,,,,,,,,,,,,
Jump&Run,69b017f3446a62b77c1a5112,2,129300000.0,18.0,10.0,12930,0,False,Jump&Run,69b017f3446a62b77c1a510b,2,1,39400000.0,12.0,Wire,6319f81fa8ce530569eee9dd,660,1,,,,,,,,,,,,,,
Jump&Run,69b017f3446a62b77c1a510b,1,39400000.0,12.0,2.5,3940,0,False,Jump&Run,69b017f3446a62b77c1a5107,2,0,12000000.0,7.0,Wire,61b3604967433d2dc58893b0,1100,0,,,,,,,,,,,,,,
Jungle King,631f7af48238ed283a234cf1,4,798210.0,0.61,7.0,80,0,True,Jungle King,631f7af38238ed283a234ce4,2,3,304080.0,0.58,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Jungle King,631f7af38238ed283a234ce4,3,304080.0,0.58,0.74,31,0,True,Jungle King,631f7af18238ed283a234cd7,2,2,115815.0,0.55,Fan,61b35dac67433d2dc57d1156,2,2,,,,,,,,,,,,,,
Jungle King,631f7af58238ed283a234cfe,5,2095380.0,0.64,10.0,210,0,True,Jungle King,631f7af48238ed283a234cf1,2,4,798210.0,0.61,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Jungle King,631f7af08238ed283a234cca,1,44100.0,0.53,0.03,5,0,True,Jungle King,62d687ba81b1c8e692c19e43,2,0,16800.0,0.5,Fan,61b35fea67433d2dc586f7fe,90,0,,,,,,,,,,,,,,
Just Be Rich,673c75ca46db5029392a7b1d,5,630000000.0,5.47,130.0,63000,0,False,Just Be Rich,673c75ca46db5029392a7b17,2,4,238000000.0,3.55,Wire,6196281467433d2dc53872b3,13,4,,,,,,,,,,,,,,
Just One More Bite,6971ed7f6cca9b4fec37f76d,5,600000000.0,50.0,12.0,60000,0,False,Just One More Bite,6971ed7f6cca9b4fec37f767,2,4,235000000.0,38.0,Wire,6196281467433d2dc53872b3,1,4,,,,,,,,,,,,,,
Just One More Bite,6971ed7f6cca9b4fec37f767,4,235000000.0,38.0,7.0,23500,0,False,Just One More Bite,6971ed7f6cca9b4fec37f761,2,3,90000000.0,26.0,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
Just One More Bite,6971ed7f6cca9b4fec37f761,3,90000000.0,26.0,1.73,9000,0,False,Just One More Bite,6971ed7f6cca9b4fec37f75b,2,2,34500000.0,17.0,Wire,61b35dcd67433d2dc57daca3,5,2,,,,,,,,,,,,,,
Just One More Bite,6971ed7f6cca9b4fec37f75b,2,34500000.0,17.0,0.65,3450,0,False,Just One More Bite,6971ed7f6cca9b4fec37f755,2,1,13000000.0,10.0,Wire,6319f81fa8ce530569eee9dd,40,1,,,,,,,,,,,,,,
Just One More Bite,6971ed7f6cca9b4fec37f755,1,13000000.0,10.0,0.17,1300,0,False,Just One More Bite,6971ed7f6cca9b4fec37f752,2,0,5000000.0,5.0,Wire,61b3604967433d2dc58893b0,500,0,,,,,,,,,,,,,,
JustChill,66e19565e0dd3530da86fe68,2,59620000.0,16.1,36.5,5962,0,True,JustChill,66e19565e0dd3530da86fe62,2,1,22710000.0,12.3,Wire,6319f81fa8ce530569eee9dd,2250,1,,,,,,,,,,,,,,
Ka-Boom,689a0ca673641cbc58f2d4cf,1,5000000.0,5.0,0.56,500,0,False,Ka-Boom,689a0ca673641cbc58f2d4cc,2,0,1750000.0,2.0,Fan,61b35fea67433d2dc586f7fe,1700,0,,,,,,,,,,,,,,
Ka-Boom,689a0ca673641cbc58f2d4db,3,35000000.0,22.0,4.0,3500,0,False,Ka-Boom,689a0ca673641cbc58f2d4d5,2,2,12500000.0,11.0,Fan,61b35dac67433d2dc57d1156,11,2,,,,,,,,,,,,,,
Kako Mati,64a6f90b515099752411d916,5,18671940.0,3.9,10.0,1868,0,True,Kako Mati,64a6f90a515099752411d908,2,4,7113120.0,2.6,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Kako Mati,64a6f90a515099752411d908,4,7113120.0,2.6,7.0,712,0,True,Kako Mati,64a6f90a515099752411d8fa,2,3,2709735.0,2.08,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
Kako Mati,64a6f90a515099752411d8fa,3,2709735.0,2.08,1.38,271,0,True,Kako Mati,64a6f909515099752411d8ec,2,2,1032255.0,1.66,Hashboard,61b35e3767433d2dc57f86a2,4,2,,,,,,,,,,,,,,
Katherine,6722452a11377391a0c98f81,2,8900000.0,12.0,22.5,890,0,True,Katherine,6722452a11377391a0c98f7b,2,1,3390000.0,8.0,Fan,6319f7baa8ce530569ed16b9,1390,1,,,,,,,,,,,,,,
Kawsay Saphi,65cb5322dc319c3e4664234d,1,488250.0,0.4,0.25,49,0,False,Kawsay Saphi,65cb5322dc319c3e4664234a,2,0,186000.0,0.0,Hashboard,61b3606767433d2dc58913a9,800,0,,,,,,,,,,,,,,
Kawsay Saphi,65cb5322dc319c3e4664235d,3,3364620.0,1.74,1.72,337,0,False,Kawsay Saphi,65cb5322dc319c3e46642355,2,2,1281735.0,0.96,Hashboard,61b35e3767433d2dc57f86a2,5,2,,,,,,,,,,,,,,
Kawsay Saphi,65cb5322dc319c3e46642355,2,1281735.0,0.96,0.66,129,0,False,Kawsay Saphi,65cb5322dc319c3e4664234d,2,1,488250.0,0.4,Hashboard,6319f840a8ce530569ef82b7,40,1,,,,,,,,,,,,,,
Kawsay Saphi,65cb5322dc319c3e46642365,4,8832180.0,2.84,7.0,884,0,False,Kawsay Saphi,65cb5322dc319c3e4664235d,2,3,3364620.0,1.74,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
Kawsay Saphi,65cb5322dc319c3e4664236d,5,23184525.0,4.38,12.0,2319,0,False,Kawsay Saphi,65cb5322dc319c3e46642365,2,4,8832180.0,2.84,Fan,6196269b67433d2dc52e0130,5,4,,,,,,,,,,,,,,
Khepri,631f7a208238ed283a234331,2,137865.0,0.28,0.13,14,0,True,Khepri,631f7a1f8238ed283a234324,2,1,52500.0,0.26,Wire,6319f81fa8ce530569eee9dd,8,1,,,,,,,,,,,,,,
Khepri,631f7a228238ed283a23434b,4,950145.0,0.3,7.0,96,0,True,Khepri,631f7a218238ed283a23433e,2,3,361935.0,0.29,Wire,6319f969a8ce530569f4b3e8,2,3,,,,,,,,,,,,,,
Khepri,631f7a1f8238ed283a234324,1,52500.0,0.26,0.03,6,0,True,Khepri,62553f0e42a0cd1b7dda1a7d,2,0,20000.0,0.25,Wire,61b3604967433d2dc58893b0,90,0,,,,,,,,,,,,,,
Kinetic Energy,650e0a5e3340fbd614a91819,4,10446240.0,2.84,7.0,1045,0,True,Kinetic Energy,650e0a5e3340fbd614a91811,2,3,3979500.0,1.74,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
Kinetic Energy,650e0a5e3340fbd614a91821,5,27421380.0,4.38,14.0,2743,0,True,Kinetic Energy,650e0a5e3340fbd614a91819,2,4,10446240.0,2.84,Fan,6196269b67433d2dc52e0130,5,4,,,,,,,,,,,,,,
Kinetic Energy,650e0a5e3340fbd614a91801,1,577500.0,0.4,0.29,58,0,True,Kinetic Energy,650e0a5e3340fbd614a917fe,2,0,220000.0,0.0,Fan,61b35fea67433d2dc586f7fe,900,0,,,,,,,,,,,,,,
King of Beasts,631f799e8238ed283a233d33,4,2374785.0,1.22,7.0,238,0,False,King of Beasts,631f799d8238ed283a233d26,2,3,904680.0,1.16,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
King of Beasts,631f799b8238ed283a233d0c,1,131250.0,1.05,0.07,14,0,False,King of Beasts,61f9356a8b46ce6889390251,2,0,50000.0,1.0,Fan,61b35fea67433d2dc586f7fe,200,0,,,,,,,,,,,,,,
King of Beasts,631f799d8238ed283a233d26,3,904680.0,1.16,0.74,91,0,False,King of Beasts,631f799c8238ed283a233d19,2,2,344610.0,1.1,Fan,61b35dac67433d2dc57d1156,2,2,,,,,,,,,,,,,,
King of Beasts,631f799c8238ed283a233d19,2,344610.0,1.1,0.18,35,0,False,King of Beasts,631f799b8238ed283a233d0c,2,1,131250.0,1.05,Fan,6319f7baa8ce530569ed16b9,12,1,,,,,,,,,,,,,,
Knight Bus,64a6f90d515099752411d932,2,1250865.0,1.96,0.63,126,0,True,Knight Bus,64a6f90c515099752411d924,2,1,476490.0,0.65,Fan,6319f7baa8ce530569ed16b9,39,1,,,,,,,,,,,,,,
Knight Bus,64a6f90e515099752411d940,3,3283560.0,2.45,1.65,329,0,True,Knight Bus,64a6f90d515099752411d932,2,2,1250865.0,1.96,Fan,61b35dac67433d2dc57d1156,5,2,,,,,,,,,,,,,,
Knight Bus,64a6f90f515099752411d95c,5,22625820.0,4.6,12.0,2263,0,True,Knight Bus,64a6f90e515099752411d94e,2,4,8619345.0,3.07,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
Knight Bus,64a6f90c515099752411d924,1,476490.0,0.65,0.24,48,0,True,Knight Bus,64a6986caf7caabb3d1151ff,2,0,181500.0,0.0,Fan,61b35fea67433d2dc586f7fe,700,0,,,,,,,,,,,,,,
Kotor,6966637da8764593e48e5897,2,10500000.0,9.5,1.1,1050,0,False,Kotor,6966637da8764593e48e5891,2,1,4000000.0,4.5,Wire,6319f81fa8ce530569eee9dd,68,1,,,,,,,,,,,,,,
Kotor,6966637da8764593e48e589d,3,27500000.0,16.0,2.89,2750,0,False,Kotor,6966637da8764593e48e5897,2,2,10500000.0,9.5,Wire,61b35dcd67433d2dc57daca3,9,2,,,,,,,,,,,,,,
L-SRC,654b7ac4d23e8edde9346e71,3,6873615.0,2.18,4.0,688,0,True,L-SRC,654b7ac4d23e8edde9346e67,2,2,2618490.0,1.2,Hashboard,61b35e3767433d2dc57f86a2,10,2,,,,,,,,,,,,,,
L-SRC,654b7ac4d23e8edde9346e85,5,47363715.0,5.47,25.0,4737,0,True,L-SRC,654b7ac4d23e8edde9346e7b,2,4,18043305.0,3.55,Hashboard,6196289f67433d2dc53c0c5d,1,4,,,,,,,,,,,,,,
L-SRC,654b7ac4d23e8edde9346e7b,4,18043305.0,3.55,10.0,1805,0,True,L-SRC,654b7ac4d23e8edde9346e71,2,3,6873615.0,2.18,Hashboard,6319fc56a8ce530569024d79,2,3,,,,,,,,,,,,,,
L-SRC,654b7ac4d23e8edde9346e67,2,2618490.0,1.2,1.34,262,0,True,L-SRC,654b7ac3d23e8edde9346e5d,2,1,997500.0,0.5,Hashboard,6319f840a8ce530569ef82b7,85,1,,,,,,,,,,,,,,
La Venus de Milo,65ba2a9643dcad8f6d10fd83,2,1109430.0,0.96,0.55,111,0,False,La Venus de Milo,65ba2a9643dcad8f6d10fd7b,2,1,422625.0,0.4,Fan,6319f7baa8ce530569ed16b9,34,1,,,,,,,,,,,,,,
La Venus de Milo,65ba2a9643dcad8f6d10fd9b,5,20067495.0,4.38,10.0,2007,0,False,La Venus de Milo,65ba2a9643dcad8f6d10fd93,2,4,7644735.0,2.84,Fan,6196269b67433d2dc52e0130,4,4,,,,,,,,,,,,,,
La Venus de Milo,65ba2a9643dcad8f6d10fd8b,3,2912280.0,1.74,1.45,292,0,False,La Venus de Milo,65ba2a9643dcad8f6d10fd83,2,2,1109430.0,0.96,Fan,61b35dac67433d2dc57d1156,4,2,,,,,,,,,,,,,,
La Venus de Milo,65ba2a9643dcad8f6d10fd93,4,7644735.0,2.84,7.0,765,0,False,La Venus de Milo,65ba2a9643dcad8f6d10fd8b,2,3,2912280.0,1.74,Fan,6319f918a8ce530569f33dd5,2,3,,,,,,,,,,,,,,
La Venus de Milo,65ba2a9643dcad8f6d10fd7b,1,422625.0,0.4,0.21,43,0,False,La Venus de Milo,65ba2a9643dcad8f6d10fd78,2,0,161000.0,0.0,Fan,61b35fea67433d2dc586f7fe,600,0,,,,,,,,,,,,,,
Lady Miner-ty,649d8d6d636060de746abcfe,4,35255535.0,7.67,18.0,3526,0,True,Lady Miner-ty,649d8d6d636060de746abcf0,2,3,13430655.0,6.13,Hashboard,6319fc56a8ce530569024d79,5,3,,,,,,,,,,,,,,
Lady Miner-ty,649d8d6e636060de746abd0c,5,92545845.0,11.5,48.0,9255,0,True,Lady Miner-ty,649d8d6d636060de746abcfe,2,4,35255535.0,7.67,Hashboard,6196289f67433d2dc53c0c5d,2,4,,,,,,,,,,,,,,
Lady Miner-ty,649d8d6b636060de746abcd4,1,1949115.0,3.65,0.99,195,0,True,Lady Miner-ty,649d6f65335d6a0de4ca3910,2,0,742500.0,3.0,Hashboard,61b3606767433d2dc58913a9,2900,0,,,,,,,,,,,,,,
Lantan Technomancer,6597bf0bf3433c802f2f1233,2,6849360.0,4.36,3.5,685,0,False,Lantan Technomancer,6597bf0bf3433c802f2f122b,2,1,2609250.0,2.4,Wire,6319f81fa8ce530569eee9dd,220,1,,,,,,,,,,,,,,
Lantan Technomancer,6597bf0bf3433c802f2f123b,3,17979570.0,7.1,9.5,1798,0,False,Lantan Technomancer,6597bf0bf3433c802f2f1233,2,2,6849360.0,4.36,Wire,61b35dcd67433d2dc57daca3,27,2,,,,,,,,,,,,,,
Lantan Technomancer,6597bf0bf3433c802f2f1243,4,47196450.0,10.95,25.0,4720,0,False,Lantan Technomancer,6597bf0bf3433c802f2f123b,2,3,17979570.0,7.1,Wire,6319f969a8ce530569f4b3e8,6,3,,,,,,,,,,,,,,
Lantan Technomancer,6597bf0bf3433c802f2f122b,1,2609250.0,2.4,1.4,261,0,False,Lantan Technomancer,6597bf0bf3433c802f2f1228,2,0,994000.0,1.0,Wire,61b3604967433d2dc58893b0,3800,0,,,,,,,,,,,,,,
Lantan Technomancer,6597bf0bf3433c802f2f124b,5,123890760.0,16.32,64.0,12390,0,False,Lantan Technomancer,6597bf0bf3433c802f2f1243,2,4,47196450.0,10.95,Wire,6196281467433d2dc53872b3,6,4,,,,,,,,,,,,,,
Lantern Drift,679c88f544010f291aa99dd5,2,42740000.0,14.5,24.5,4274,0,False,Lantern Drift,679c88f544010f291aa99dcf,2,1,16280000.0,9.5,Hashboard,6319f840a8ce530569ef82b7,1480,1,,,,,,,,,,,,,,
Lantern Serpent,6790f147b9f5f93824c56a2f,5,880000000.0,34.0,523.0,88000,0,False,Lantern Serpent,6790f147b9f5f93824c56a29,2,4,333000000.0,26.0,Fan,6196269b67433d2dc52e0130,189,4,,,,,,,,,,,,,,
Lantern Serpent,6790f147b9f5f93824c56a1d,2,48250000.0,13.0,29.0,4825,0,False,Lantern Serpent,6790f147b9f5f93824c56a17,2,1,18380000.0,8.0,Fan,6319f7baa8ce530569ed16b9,1760,1,,,,,,,,,,,,,,
Lantern Serpent,6790f147b9f5f93824c56a17,1,18380000.0,8.0,11.0,1838,0,False,Lantern Serpent,6790f147b9f5f93824c56a14,2,0,7000000.0,4.0,Fan,61b35fea67433d2dc586f7fe,8400,0,,,,,,,,,,,,,,
Last Defender,662255c7a8444c20d1ca7472,4,142442265.0,16.89,80.0,14245,0,True,Last Defender,662255c7a8444c20d1ca746a,2,3,54263685.0,11.27,Wire,6319f969a8ce530569f4b3e8,22,3,,,,,,,,,,,,,,
Last Defender,662255c7a8444c20d1ca746a,3,54263685.0,11.27,30.5,5427,0,True,Last Defender,662255c7a8444c20d1ca7462,2,2,20671875.0,7.25,Wire,61b35dcd67433d2dc57daca3,95,2,,,,,,,,,,,,,,
Last Defender,662255c7a8444c20d1ca747a,5,373910985.0,24.75,209.0,37392,0,True,Last Defender,662255c7a8444c20d1ca7472,2,4,142442265.0,16.89,Wire,6196281467433d2dc53872b3,21,4,,,,,,,,,,,,,,
Last Defender,662255c7a8444c20d1ca745a,1,7875000.0,4.39,4.4,788,0,True,Last Defender,662255c7a8444c20d1ca7457,2,0,3000000.0,3.0,Wire,61b3604967433d2dc58893b0,12600,0,,,,,,,,,,,,,,
Laurel Wreath,65ba32b243dcad8f6d11020e,1,1008000.0,0.5,0.51,101,0,True,Laurel Wreath,65ba32b243dcad8f6d11020b,2,0,384000.0,0.0,Wire,61b3604967433d2dc58893b0,1500,0,,,,,,,,,,,,,,
Laurel Wreath,65ba32b243dcad8f6d11022e,5,47860680.0,5.47,25.0,4787,0,True,Laurel Wreath,65ba32b243dcad8f6d110226,2,4,18232620.0,3.55,Wire,6196281467433d2dc53872b3,2,4,,,,,,,,,,,,,,
